Tweet,Fecha,Locacion,Tipo,Longitud,Latitud,Poblacion,
@BrianLoga [Enviado desde el excusado],Fri Feb 05 17:40:00 +0000 2021,"Veracruz de Ignacio de la Llave, Coatepec, Beneficio la Amistad",R,-96.951506,19.448403,0,
"Así es esto del excusado de la Secundaria, profe...",Sun Feb 07 00:55:00 +0000 2021,"Nuevo León, Guadalupe, Las Escobas",R,-100.196134,25.6766035,3,
@CinthyaLope Esto solo tiene sentido si comes dentro de un excusado🚽,Tue Feb 09 09:07:21 +0000 2021,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
"@epigmenioibarra @RevistaUay Así son los que te odian Epi! 
Tiralos al excusado! https://t.co/OwI7oRkcRx",Fri Feb 12 22:12:10 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
Uggg ojalá a él sí le explote el excusado,Thu Feb 18 23:14:42 +0000 2021,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,
@pedroferriz3 Callo pegate unos chivos y de paso Checa tarjeta con el cabeza de flotador de excusado,Sat Feb 20 15:59:44 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
"@acastagne @lopezobrador_ El cacas irá a donde pertenece,el excusado de la historia!",Sat Feb 20 21:15:28 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
Jalaron la cadena del excusado,Wed Feb 24 20:11:12 +0000 2021,"Ciudad de México, Iztacalco, Iztacalco",U,-99.096496,19.399101,404695,
Vaya excusado que es la #CuartaTransformación #RCATimes,Thu Feb 25 15:37:06 +0000 2021,"Sonora, Nogales, La Escondida",R,-111.001401,31.192592,0,
@luissanchzrob @DrNetas Buenos se cambió la tapa del excusado o no,Fri Feb 26 16:44:25 +0000 2021,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
"@Prifiscifilafa La receta: alka-seltzer.

Una caja completa, se la vacías al excusado y te sientas en chinga.",Wed Mar 03 01:46:42 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
Me acaban de decir que en Torreón hay tierra todas partes y que a partir de las 4pm empieza a oler a excusado,Fri Mar 05 17:39:56 +0000 2021,"Coahuila de Zaragoza, Viesca, El Alto del Palomillo",R,-103.23313,25.244223,0,
@FrankEsMiNombre #ladofdefrankenvivo cosas que pasan en casa ajena se tapa el excusado y no hay agua,Wed Mar 10 00:02:10 +0000 2021,"México, Nezahualcóyotl, Nezahualcóyotl Segundo [Relleno Sanitario]",R,-99.0170165,19.432722,23,
@pedroferriz3 @lopezobrador_ Ya parale cabeza de flotador de excusado,Wed Mar 10 19:24:38 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
"¿Drama?..........
Drama es ver caer en el excusado en cámara lenta.",Thu Mar 18 04:07:41 +0000 2021,"México, Chimalhuacán, Chimalhuacán",U,-98.9408425,19.418632,703215,
@pedroferriz3 @_VicenteSerrano Que esperabas mi querido cabeza de flotador de excusado,Fri Mar 19 00:16:49 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 Relax mi querido cabeza de flotador de excusado,Fri Mar 19 21:04:29 +0000 2021,"Ciudad de México, Cuajimalpa de Morelos, Paraje Cerro de los Padres",R,-99.3184285,19.3740755,12,
@pedroferriz3 Ves mendigo quebezas de flotador de excusado nada te parece todo te en cabrona sanababish,Sat Mar 20 02:49:05 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 Ya no te metas esa madre querido flotador de excusado,Sat Mar 20 15:17:13 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
Escuchando a mi Pastor y amigo @danielortizg predicar una muy buena palabra llamada “PROVOCADORES NO EXCUSADORES”… https://t.co/nDndAAza9e,Sun Mar 28 17:02:48 +0000 2021,"Coahuila de Zaragoza, Piedras Negras, Rodolfo Martínez (El Melado)",R,-100.6071045,28.774769,0,
"@juncalssolano Perdón, es el excusado?",Thu Apr 01 21:02:20 +0000 2021,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
@pedroferriz3 @alvaro_delgado Seas payaso cabeza de flotador de excusado el Pete 2 vieras como se atendió con los d… https://t.co/RiqrcJvh6c,Fri Apr 02 00:43:08 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 Es lo que te da coraje que el que debiese de andar ahí serias tu mendigo cabeza de flotador de excusado,Fri Apr 02 00:44:15 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
Queda prohibido hacer mingitorio y excusado de este lugar. https://t.co/dFAIOP29lr,Sun Apr 11 22:51:57 +0000 2021,"Guanajuato, León, Rancho de Don Alberto García",R,-101.601401,21.09806,1,
@pedroferriz3 Seas cullello Pete puedes tener una hija así mendigo cabeza de flotador de excusado,Sun Apr 18 02:18:05 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@DennBMcdougall Directo al excusado https://t.co/YYF73JRCcS,Sun Apr 18 14:37:31 +0000 2021,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
@CarlosAJimnez4 Pal excusado 🚾,Wed Apr 21 22:05:03 +0000 2021,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
"@JuanIZavala @yukaile En no lo llama excusado mobil, el lo llama 'hogar"".",Thu Apr 22 03:33:31 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@ArpiaDelNorte «Cómo cerrar la tapa del excusado» y cien curiosidades más ( ꈍᴗꈍ),Tue Apr 27 00:01:19 +0000 2021,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
@JLozanoA Jajaja es menos asqueroso ver el excusado de la central camionera que ver a un saco de pus y una cubeta de vómito,Tue Apr 27 04:28:49 +0000 2021,"Chihuahua, Aldama, El Papalote",R,-106.1628985,28.941866,0,
Pues sí le debería de importar. Usted se tenía que haber excusado inmediatamente de que supo de la ampliación de su… https://t.co/CX0goci0E7,Tue Apr 27 16:05:12 +0000 2021,"Veracruz de Ignacio de la Llave, Coatzacoalcos, Coatzacoalcos",U,-94.432482,18.135455,212540,
@LauraMex Si con esa boquita come como estará su excusado. Ya cabron. Ni un voto a morena.,Thu Apr 29 01:46:29 +0000 2021,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,
@Curandarendira Con los mismos germenes que hay en un excusado...,Fri Apr 30 19:00:11 +0000 2021,"Ciudad de México, Cuajimalpa de Morelos, Paraje Cerro de los Padres",R,-99.3184285,19.3740755,12,
"Consejero Presidente @ArturoZaldivarL , nadamás le recuerdo que usted debió de haberse excusado desde el primer mom… https://t.co/x0lWgzHVGH",Sat May 01 23:58:54 +0000 2021,"Veracruz de Ignacio de la Llave, Coatzacoalcos, Coatzacoalcos",U,-94.432482,18.135455,212540,
@pedroferriz3 @ClaudioXGG Mendigo cabeza de flotador de excusado,Sat May 08 00:24:13 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 Mendigo cabeza de flotador de excusado seas faltoso sanababish,Sun May 09 20:45:12 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
"@A_ausdenRuthen 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
!El remate de música macabra al final y lo ojos excusadores no tienen precio!

!Para tod… https://t.co/h2EBnmKaxr",Sun May 16 14:30:15 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@ViktorKrycek @ChumelTorres Compa... ¿Te leíste lo que escribiste?  Estas excusado al presidente?  O a quien vende niñas?,Sun May 23 12:39:59 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@SomosLJA @arturoavila_mx  excusado https://t.co/k18nzxpvpG,Sun May 23 14:15:53 +0000 2021,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,
Es tirar dinero al excusado. Igual que los hospitales homeopáticos de la SSA.,Mon May 24 00:56:45 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
Nuevo cepillo pa embarrar mas la caca del excusado https://t.co/kxbMYY1AFz,Mon May 24 02:44:23 +0000 2021,"Quintana Roo, Benito Juárez, Los García",R,-87.0316645,21.048719,0,
@pedroferriz3 Mendigo cabeza de flotador de excusado de kgda,Sun May 30 23:37:24 +0000 2021,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
@pedroferriz3 @lopezobrador_ A wevo mendigo cabeza de flotador de excusado,Wed Jun 02 21:49:44 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
Hora de bajarle al excusado..... https://t.co/u1u5xpR6rk,Sun Jun 06 17:27:38 +0000 2021,"Nuevo León, San Pedro Garza García, El Sendero",R,-100.366033,25.6502875,5,
@pedroferriz3 Sienta frío mendigo cabeza de flotador de excusado,Sun Jun 06 19:09:50 +0000 2021,"Ciudad de México, Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704,
"Me da muy mala espina lo del ministro @ArturoZaldivarL , se debió de haber excusado desde un principio , como lo hu… https://t.co/RD47tFE2Qz",Wed Jun 09 02:22:10 +0000 2021,"Veracruz de Ignacio de la Llave, Coatzacoalcos, Coatzacoalcos",U,-94.432482,18.135455,212540,
"Sor Juana sobre *CLEOPATRA*

Un áspid al blanco pecho
aplica amante Cleopatra.
¡Oh que excusado era el áspid
adonde… https://t.co/84gijiXv4i",Wed Jun 09 15:31:25 +0000 2021,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
En el excusado.,Wed Jun 09 23:16:29 +0000 2021,"Veracruz de Ignacio de la Llave, Minatitlán, Minatitlán",U,-94.551857,18.0060015,101336,
@SoniaSenz4 dejalos qué fluyan por tú excusado y qué sus comentarios te hagan lo qué el viento a Juárez!,Sat Jun 12 00:40:12 +0000 2021,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
Aguas con los excusados en #Mérida gente! 🦎,Mon Jun 14 20:12:41 +0000 2021,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
@CocaColaMx Muy buena para la limpieza de mi hogar. La recomiendo cuando el excusado se tapo de tanta mierda. https://t.co/NRGqZK8TBo,Thu Jun 17 16:37:11 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
Se juntó la mierda en el excusado,Sat Jun 19 04:20:40 +0000 2021,"Nuevo León, Linares, Tlahualile",R,-99.538038,24.8558175,2,
Visitar a tu familiar en  cualquier hospital del IMSS te bajonea nivel querer ahogar en el excusado a todo esos que… https://t.co/Tpk10wlNcx,Mon Jun 21 17:33:05 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@pedroferriz3 Seas payaso cabeza de flotador de excusado,Tue Jun 22 23:35:08 +0000 2021,"Ciudad de México, Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704,
"@conirojo @JavierJmnz4 @mario_delgado DÉ acuerdo, hay qué jalar la palanca al excusado, y sé larguen a su lugar de Origen!!",Sun Jun 27 14:53:49 +0000 2021,"México, Nezahualcóyotl, Nezahualcóyotl Segundo [Relleno Sanitario]",R,-99.0170165,19.432722,23,
"“estas tirando feria al excusado
si no tienes un programa de radio.”
#YOYOYO! #HIPHOPSHOW x @yomobilemx
LUN/VIE de… https://t.co/vk6Gfhgd0m",Wed Jun 30 19:16:16 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
"@2010MisterChip Sigues pero sin cumplir tu apuesta, tobogán de piojos. Descuida que no sorprende.

España es el excusado de Europa.",Sun Jul 04 12:14:25 +0000 2021,"Morelos, Yecapixtla, Agua Zarca",R,-98.8606355,18.859481,24,
@lley22 @monerorictus @jlpreciadob @ElFinanciero_Mx Jajajaja osea ya están excusado que no hará nada los siguientes… https://t.co/2tW5FQshiC,Fri Jul 09 23:02:31 +0000 2021,"Ciudad de México, Coyoacán, Coyoacán",U,-99.15234,19.328383,614447,
"Pero seguimos dándole chamba al pinche excusados.

Un plantel TERRIBLEMENTE armado, que contrata a 3 jugadores supl… https://t.co/K2WS0OpD3M",Fri Jul 23 04:15:55 +0000 2021,"Ciudad de México, Gustavo A. Madero, Gustavo A. Madero",U,-99.1158905,19.518656,1173351,
"@pincheprys Supuestamente, en el excusado, pero la mayoría de ellos se tapan.
Ahora que, dicen que los papeles son… https://t.co/nK6QAm0RL1",Fri Jul 23 18:15:00 +0000 2021,"México, Cuautitlán Izcalli, Las Tinajas",R,-99.233657,19.6562895,1472,
@ArpiaDelNorte Que defiendes que los niños tomen agua del excusado.,Fri Jul 23 23:32:00 +0000 2021,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
"""El gobierno excusado"" mejor dicho no se podría, lean la columna 👇 y entiendan el significado de una de las farsas… https://t.co/W3P6VSsWRb",Mon Jul 26 23:27:16 +0000 2021,"Guanajuato, Villagrán, San Pedro Tolentino",R,-101.0008885,20.5440205,268,
@RamirezClaudia_ El codicioso avaro y sus excusas. ¿Lo excusamos? Pues... excusado (de wc)!,Tue Jul 27 15:17:17 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
Gobierno Excusado!!,Tue Jul 27 20:09:32 +0000 2021,"México, Tenancingo, Colonia Emiliano Zapata Ejido de Tenancingo",R,-99.565185,18.945956,3061,
@AlfredoJalife2 Qué opinan de este señor?  Fernández de Cevallos: AMLO tiene un “Gobierno Excusado”, da excusas en… https://t.co/xGJbNpBsU8,Wed Jul 28 03:21:28 +0000 2021,"Ciudad de México, Azcapotzalco, Azcapotzalco",U,-99.182126,19.4857835,432205
@DiegoFC Y el más caro excusado de México está en palacio nacional.......,Wed Jul 28 11:35:41 +0000 2021,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
Pedófilos escondidos y excusados por movimientos políticos,Tue Aug 10 14:08:22 +0000 2021,"Baja California, San Quintín, El Tablón",R,-115.5798785,30.1564885,4,
"20 años de esfuerzo, sudor y sangre tirados al excusado.",Tue Aug 17 13:20:21 +0000 2021,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
"@MRzb27 @LaColoniaJuarez @AlcCuauhtemocMx Sí, es un asco. Es un excusado al aire libre, deplorable y asqueroso y na… https://t.co/HGI3G4Coiv",Sat Aug 21 04:46:11 +0000 2021,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
Vienen del mismo excusado,Sat Aug 21 17:20:35 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
"@fersch_4 @RenatoIbarraM Chécate los de Faitelson, Gomes Junco como ejemplo. Tienen las tazas de sus excusado batid… https://t.co/zmN1tXP3PZ",Mon Aug 23 04:22:24 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
"....al parecer mis enemigos, los de -LA tripa- ya la tiraron con todo y empaque al excusado y un buen SAMARITANO le habló a la CADENA....",Sat Aug 28 14:37:19 +0000 2021,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
"Querido roomie lamento que se haya muerto tú pescadito, ¿cómo lo supe? por que lo tiraste al excusado y no tiraste de la palanca 🙃",Sun Aug 29 02:14:23 +0000 2021,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
"Llega un político como @Santi_ABASCAL que es firme, preparado y los pone en el excusado y se ofenden. Pero están mu… https://t.co/FJc2PWDGiD",Fri Sep 03 04:43:21 +0000 2021,"Nuevo León, San Nicolás de los Garza, San Nicolás de los Garza",U,-100.270474,25.736715,412199,
"A los retretes y/o excusados, letrinas y conexos.",Sat Sep 11 01:34:16 +0000 2021,"Ciudad de México, Cuajimalpa de Morelos, Paraje Cerro de los Padres",R,-99.3184285,19.3740755,12,
"@capichi2020 Ahora las CACAS del PRIAN, Quieren vagar a los Excusados..",Sat Sep 11 20:09:09 +0000 2021,"Tabasco, Nacajuca, Jiménez",R,-92.9447745,18.175748,1954,
"¿Cuántos tuits y publicaciones geniales fueron creadas al calor del excusado?

#Literpo",Sun Sep 12 16:45:11 +0000 2021,"Oaxaca, Cuilápam de Guerrero, Cruz Blanca",R,-96.7575325,17.0081495,997,
"@dprulfo1 Peto sí pueden poner su nombre en basureros, baches, excusados públicos, cárteles de narcos y depósitos de aguas negras, no?",Sun Sep 12 18:06:14 +0000 2021,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
@Imperiodistico Al menos ya quedó excusado de los procesos.,Fri Sep 24 00:13:52 +0000 2021,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
@JulsAriasOlivar @UNAM_MX Que se Investigue al Excusado del ITAM.. https://t.co/EsylO9XQ8O,Fri Sep 24 11:22:27 +0000 2021,"Tabasco, Nacajuca, Jiménez",R,-92.9447745,18.175748,1954,
@pedroferriz3 @Claudiashein Sino te creo a ti mendigo cabeza de flotador de excusado menos le voy a creer a la anemias,Mon Sep 27 21:29:50 +0000 2021,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,
Tomarse selfies con excusados de fondo es una manera de decirle al mundo que no tuviste acceso a la educación.,Fri Oct 01 14:26:20 +0000 2021,"Quintana Roo, Solidaridad, San Carlos",R,-87.346982,20.5845305,27,
"@Gaby_4T @DarkDragn4 Si tienes hambre no tires tu dignidad al excusado, yo te mando una despensa. Espero que no ten… https://t.co/0Dzu5scyyF",Mon Oct 04 02:31:43 +0000 2021,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
"@HectorSisan @DiegoFC Remedo de dictador
Reducto del excusado
Drenaje del Vil primor
Un bicho mal ensalzado
Fuente… https://t.co/xCHHV7tQcg",Fri Oct 08 15:41:09 +0000 2021,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
@pedroferriz3 Tu eres el presidente mendigo cabeza de flotador de excusado,Sun Oct 10 01:02:42 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@pedroferriz3 @jenarovillamil @JLozanoA 10 y 10 mendigo cabeza de flotador de excusado,Sun Oct 10 15:25:33 +0000 2021,"Ciudad de México, Azcapotzalco, Azcapotzalco",U,-99.182126,19.4857835,432205,
Mucha igualdad de género pero no conozco a ninguna mujer que se tome la molestia de levantar la tapa del excusado después de usar el baño.,Fri Oct 15 18:50:57 +0000 2021,"México, Cuautitlán, Barrio Tlatenco",U,-99.1913935,19.7553095,3985,
@caminante46 Excusado,Sat Oct 23 23:24:35 +0000 2021,"Querétaro, Corregidora, La Cueva",R,-100.439731,20.478755,2494,
"@marianagc @AccionNacional @diputadospan Gorda cachetes de flotador de excusado, no digas mentiras, bien sabes que… https://t.co/7F99DBSZyi",Mon Oct 25 18:48:20 +0000 2021,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,
Uno de mis miedos es que un AirPod se me caiga al excusado .,Tue Oct 26 21:37:23 +0000 2021,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
"parecen excusado, está lleno de miércoles tanto el universal como el loret",Tue Oct 26 23:15:46 +0000 2021,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5,
"@avieu IGNOREMOS A ESE PAR DE BASOFIAS.  HIJOS DE EXCUSADOS DE CANTINA. SABEN Q IRRITAN, y les gusta mover su intes… https://t.co/ci4QjKovFy",Wed Oct 27 17:46:52 +0000 2021,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
No sé si echarme un cake o bailar con el excusado la de tiempo de vals de Chayanne… https://t.co/O3S3gMFLPC,Thu Oct 28 03:56:54 +0000 2021,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,
Su disfraz preferido y en su excusado! 🚽 ja ja ja! @Chivas @LAIRREVERENTE15 https://t.co/HbOxH7HtYR,Sun Oct 31 18:40:09 +0000 2021,"Colima, Colima, Platanitos",R,-103.6567385,19.100342,0,
"#COP26Glasgow #EmergencyonPlanetEarth
#blahblahblah 
“Basta de tratar a la naturaleza como un excusado”: Guterres https://t.co/KMNK7rvBcX",Tue Nov 02 08:43:28 +0000 2021,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,
@RobotDeQueen ¡Es más asqueroso que el séptico que destapé después de que el excusado se tapara con más de un kilo… https://t.co/6w98EuuKgs,Sun Nov 07 12:34:11 +0000 2021,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,
Las familias mexicanas se dividen solamente en 2 tipos: las que dejan la tapa del excusado abajo y las que la dejan arriba.,Mon Nov 08 00:42:41 +0000 2021,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
@pedroferriz3 Pero preguntale a tu Dad que les hizo A Javier y que Carmen no os hagas endejo mendigo cabeza de flotador de excusado,Wed Nov 10 00:38:59 +0000 2021,"Ciudad de México, Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470,
@EricBla90829613 @FERTER2021 @Yahoo @lopezobrador_ Pues como le pide resultados a esos excusados? Si lo único que c… https://t.co/NneUh4MpFl,Thu Nov 11 18:41:59 +0000 2021,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,
Se tragarán y vomitarán sus propias palabras ... a ver si no se tapan los excusados de tanta p3ndej4d4 que han dich… https://t.co/Jzk6Ba4p1U,Thu Nov 11 18:48:39 +0000 2021,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,
"@flacoibanez Que disculpante,que excusado mi jorjais",Fri Nov 12 21:50:11 +0000 2021,"Nuevo León, García, El Pedregal",R,-100.640491,25.8057225,2,
@jrisco es esta semana las conversaciones inician: “se acerca el cumple de @jrisco y él día del excusado”. ¿Verdad @warkentin ? REGALOS….,Tue Nov 16 12:04:35 +0000 2021,"Ciudad de México, Coyoacán, Coyoacán",U,-99.15234,19.328383,614447,
@pedroferriz3 @PedroFerriz @CentralFM_ Mendigo cabeza de flotador de excusado,Wed Nov 17 15:18:50 +0000 2021,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
@germanlopezm1 en donde sus capacidades mostradas sean aprovechadas: en el excusado!,Tue Nov 30 20:00:49 +0000 2021,"Guanajuato, San Miguel de Allende, San Miguel Viejo",R,-100.7761945,20.9100115,833,
"@donsirungui @ogarrrio No le jales al excusado, y ya trndras el producto",Wed Dec 01 02:52:57 +0000 2021,"San Luis Potosí, San Luis Potosí, Jorge Ramos",R,-100.955511,22.3111195,0,
@RaulDeLuna23 @haydeeeliza Y acá no hay bocinas como en CU o en el omniexcusado,Mon Dec 06 15:28:30 +0000 2021,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
Para colmo desperté y había un ratón vivo nadando en mi excusado. No hay foto porque casi me vomito del asco. Así mi viernes a las 8:00am. 😩,Fri Dec 10 14:03:30 +0000 2021,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,
"@wiserex1 @trinomonero Si tiene una etiqueta con palabras en inglés, tírala por el excusado…..",Sun Dec 12 07:43:28 +0000 2021,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,
"@_AvilesAlvarez Voy empezar lavar los #excusados, Don @DEELAYUUK , pero a qué #cuartel pertenece ésta #manzana… https://t.co/mwnc7wykOG",Mon Dec 13 10:48:37 +0000 2021,"Oaxaca, San Agustín Yatareni, Puente el Tecolote",R,-96.712173,17.080177,105,
Le baja una mujer al excusado y se escucha el agua... Y grita la vieja : aaaaaay me mojó todas las nalgas!!!! Nos r… https://t.co/KWITVo57qD,Tue Dec 21 00:24:51 +0000 2021,"Sonora, Empalme, Punta Calaveras",R,-110.722327,27.8836995,1,
"Banda, recuerden jalarle al excusado siempre, sino se salen a tuitear pendejadas.",Thu Dec 23 17:50:16 +0000 2021,"Quintana Roo, Solidaridad, San Carlos",R,-87.346982,20.5845305,27,
"@Regiomo98419654 Eres el excusado, todo el tiempo te tiran mierda, pero en las pedas hasta de abrazo y beso te traen.",Fri Dec 24 13:09:52 +0000 2021,"Sinaloa, Culiacán, Santa Lucía",R,-107.3420565,24.6624885,0,
"@Dafneconefe Compra las ciruelas a granel en Liverpool, sólo asegúrate de estar máximo a 5 metros de distancia de un excusado.",Mon Dec 27 06:22:29 +0000 2021,"Baja California, Mexicali, Ejido José Saldaña Número 2",R,-115.22918,31.7896695,19,
Qué triste es que se te caigan tus audífonos en el excusado.,Tue Dec 28 05:23:07 +0000 2021,"México, Atizapán de Zaragoza, Rancho Nuestra Señora de los Ángeles",R,-99.269192,19.5645875,16,
"No me importa que la gente hablé mierda de mí.  A mí me enseñaron a bajarle al excusado, no cómo a jugar con la mierda.",Thu Dec 30 04:52:11 +0000 2021,"Veracruz de Ignacio de la Llave, Córdoba, Colonia Vicente",R,-96.937002,18.9252895,69,
@PasinAzulcrema1 @ZISKO11 No podría tomar el lugar del sr. Excusado? #FueraBaños,Thu Dec 30 05:10:57 +0000 2021,"Veracruz de Ignacio de la Llave, Angel R. Cabada, El Trópico",R,-95.3910915,18.59182,136,
"VIERNES 31 DIC 2021

METI MI MANO AL EXCUSADO.",Sat Jan 01 00:49:27 +0000 2022,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,
"@MLopezSanMartin De esto deberíamos estar hablando, no de excusados y vaporub",Wed Jan 05 18:13:33 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
No sé por qué me da la espina que los tipejos que orinan en el excusado habiendo mingitorios son unos verdaderos mezquinos,Thu Jan 06 23:34:45 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
No sé por qué me da la espina que los tipos que orinan en el excusado habiendo mingitorios son unos verdaderos mezquinos,Thu Jan 06 23:44:51 +0000 2022,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,
¿Cómo es posible que la gente no se de cuenta que deja vellos púbicos en la orilla del excusado? No mames cabrón,Sun Feb 06 03:11:15 +0000 2022,"Sinaloa, Mazatlán, Telcoyonqui",R,-106.2717475,23.46814,53,
"Ese terror extremo cuando tratan de abrir la puerta en el gym, del excusado está a 3 metros",Sun Feb 06 03:15:54 +0000 2022,"Sinaloa, Mazatlán, Telcoyonqui",R,-106.2717475,23.46814,53,
